Label,pattern_size,pattern_energy
DSC_1040_RAB672d,6,852.988771660
DSC_1040_RAB672d,11,1099.322729899
DSC_1040_RAB672d,16,1298.674563876
DSC_1040_RAB672d,21,1436.687681377
DSC_1040_RAB672d,26,1518.585175992
DSC_1040_RAB672d,31,1546.540007088
DSC_1040_RAB672d,36,1532.472764346
DSC_1040_RAB672d,41,1489.171639774
DSC_1040_RAB672d,46,1426.211541081
DSC_1040_RAB672d,51,1350.106912219
DSC_1040_RAB672d,56,1265.300404725
DSC_1040_RAB672d,61,1175.030435373
DSC_1040_RAB672d,66,1081.935493728
DSC_1040_RAB672d,71,988.360402041
DSC_1040_RAB672d,76,896.423465505
DSC_1040_RAB672d,81,807.964692762
DSC_1040_RAB672d,86,724.478293872
DSC_1040_RAB672d,91,647.080204870
DSC_1040_RAB672d,96,576.517016286
DSC_1040_RAB672d,101,513.202878266
DSC_1040_RAB672d,106,457.267147178
DSC_1040_RAB672d,111,408.600812551
DSC_1040_RAB672d,116,366.897428508
DSC_1041_RAB672v,1,386.701479527
DSC_1041_RAB672v,6,1175.267674469
DSC_1041_RAB672v,11,1316.228644055
DSC_1041_RAB672v,16,1425.767490222
DSC_1041_RAB672v,21,1410.946430964
DSC_1041_RAB672v,26,1315.094262776
DSC_1041_RAB672v,31,1194.914431463
DSC_1041_RAB672v,36,1082.610903538
DSC_1041_RAB672v,41,987.168935418
DSC_1041_RAB672v,46,906.233199266
DSC_1041_RAB672v,51,835.019690235
DSC_1041_RAB672v,56,770.057260387
DSC_1041_RAB672v,61,709.640997245
DSC_1041_RAB672v,66,653.207674241
DSC_1041_RAB672v,71,600.717362471
DSC_1041_RAB672v,76,552.284898501
DSC_1041_RAB672v,81,508.005382808
DSC_1041_RAB672v,86,467.888174772
DSC_1041_RAB672v,91,431.842205391
DSC_1041_RAB672v,96,399.686578552
DSC_1041_RAB672v,101,371.170345501
DSC_1041_RAB672v,106,345.995606257
DSC_1041_RAB672v,111,323.839024675
DSC_1041_RAB672v,116,304.370268370
DSC_1084_RAB931v,1,270.686023970
DSC_1084_RAB931v,6,1289.673314350
DSC_1084_RAB931v,11,1559.046166505
DSC_1084_RAB931v,16,1532.075066224
DSC_1084_RAB931v,21,1483.630376621
DSC_1084_RAB931v,26,1546.319003205
DSC_1084_RAB931v,31,1632.046336409
